DescriptorName,TreeNumber
Pycnodysostosis,C18.452.648.595.800
Neuroprostanes,D10.251.355.255.100.375.750
Neuroprostanes,D10.251.355.310.166.775.750
Neuroprostanes,D10.251.355.337.250.500
Neuroprostanes,D10.251.355.411.750
Antipyretics,D27.505.696.068
Molecular Farming,J01.897.836.750
Lipid-Linked Proteins,D12.776.543.484
Surgical Drapes,E07.325.137.750
Surgical Drapes,E07.858.642
Examination Tables,E07.325.409
Operating Tables,E07.325.662
Operating Tables,E07.858.421
Cold-Shock Response,G07.775.249
Brochothrix,B03.353.500.120
Brochothrix,B03.510.100.120
Brochothrix,B03.510.460.400.410.120
Planococcaceae,B03.353.500.700
Planococcaceae,B03.510.100.100.600
Planococcaceae,B03.510.400.630
Planococcus Bacteria,B03.510.400.630.600
Planococcus Insect,B01.050.500.131.617.412.600
Sporosarcina,B03.300.390.825
Sporosarcina,B03.353.500.700.700
Sporosarcina,B03.510.100.100.600.700
Sporosarcina,B03.510.400.630.700
Sporosarcina,B03.510.415.700
Denaturing Gradient Gel Electrophoresis,E05.196.401.402.117
Denaturing Gradient Gel Electrophoresis,E05.301.300.319.201
Adrenergic alpha-1 Receptor Agonists,D27.505.519.625.050.100.100.100
Adrenergic alpha-1 Receptor Agonists,D27.505.696.577.050.100.100.100
Adrenergic alpha-2 Receptor Agonists,D27.505.519.625.050.100.100.200
Adrenergic alpha-2 Receptor Agonists,D27.505.696.577.050.100.100.200
Adrenergic beta-1 Receptor Agonists,D27.505.519.625.050.100.200.100
Adrenergic beta-1 Receptor Agonists,D27.505.696.577.050.100.200.100
Adrenergic beta-2 Receptor Agonists,D27.505.519.625.050.100.200.200
Adrenergic beta-2 Receptor Agonists,D27.505.696.577.050.100.200.200
Adrenergic beta-3 Receptor Agonists,D27.505.519.625.050.100.200.300
Adrenergic beta-3 Receptor Agonists,D27.505.696.577.050.100.200.300
Adrenergic alpha-1 Receptor Antagonists,D27.505.519.625.050.200.100.100
Adrenergic alpha-1 Receptor Antagonists,D27.505.696.577.050.200.100.100
Adrenergic alpha-2 Receptor Antagonists,D27.505.519.625.050.200.100.200
Adrenergic alpha-2 Receptor Antagonists,D27.505.696.577.050.200.100.200
Tetrasomy,C23.550.210.050.625
Tetrasomy,C23.550.210.182.249
Tetrasomy,G05.365.590.175.050.625
Tetrasomy,G05.365.590.175.183.249
Tetrasomy,G05.700.131.625
Adrenergic beta-1 Receptor Antagonists,D27.505.519.625.050.200.200.100
Adrenergic beta-1 Receptor Antagonists,D27.505.696.577.050.200.200.100
Adrenergic beta-2 Receptor Antagonists,D27.505.519.625.050.200.200.200
Adrenergic beta-2 Receptor Antagonists,D27.505.696.577.050.200.200.200
Adrenergic beta-3 Receptor Antagonists,D27.505.519.625.050.200.200.300
Adrenergic beta-3 Receptor Antagonists,D27.505.696.577.050.200.200.300
Chromosome Duplication,C23.550.210.182
Chromosome Duplication,G05.365.590.175.183
Chromosome Duplication,G05.558.164
Brevibacillus,B03.300.390.400.160
Brevibacillus,B03.353.500.117
Brevibacillus,B03.510.100.117
Brevibacillus,B03.510.415.400.179
Brevibacillus,B03.510.460.410.165
Pasteuria,B03.300.390.650
Pasteuria,B03.353.500.650
Pasteuria,B03.510.100.650
Pasteuria,B03.510.415.650
Anoxybacillus,B03.300.390.400.158.108
Anoxybacillus,B03.353.500.100.108
Anoxybacillus,B03.510.100.100.108
Anoxybacillus,B03.510.415.400.158.108
Anoxybacillus,B03.510.460.410.158.108
Halobacillus,B03.300.390.400.158.600
Halobacillus,B03.353.500.100.425
Halobacillus,B03.510.100.100.425
Halobacillus,B03.510.415.400.158.425
Halobacillus,B03.510.460.410.158.425
Virgibacillus,B03.300.390.400.158.900
Virgibacillus,B03.510.415.400.158.900
Virgibacillus,B03.510.460.410.158.900
Genetic Pleiotropy,G05.420.556
Genetic Pleiotropy,G05.695.550
Coronary-Subclavian Steal Syndrome,C14.280.647.250.647
Coronary-Subclavian Steal Syndrome,C14.907.585.250.647
Coronary-Subclavian Steal Syndrome,C23.550.767.115
Out-of-Hospital Cardiac Arrest,C14.280.383.610
Peripartum Period,G08.686.701
Nanoconjugates,D26.255.260.600
Nanoconjugates,E02.319.300.380.600
Nanoconjugates,J01.637.512.600.577
"RNA, Small Untranslated",D13.444.735.790.552
Weed Control,J01.040.947
Weed Control,N06.850.780.200.650.925
Peripheral Arterial Disease,C14.907.137.126.307.500
Peripheral Arterial Disease,C14.907.617.671
Blood Safety,E02.792.833.230.250.500
Blood Safety,E05.760.833.230.250.500
Blood Safety,N02.421.911.050.500
Blood Safety,N06.850.780.200.450.325
Embryoid Bodies,A11.872.700.250.260
Hand-Assisted Laparoscopy,E01.370.388.250.520.500
Hand-Assisted Laparoscopy,E04.502.250.520.580
Exsanguination,C23.550.414.734
Environmental Policy,I01.655.500.608.180
Environmental Policy,I01.880.604.825.608.180
Environmental Policy,N03.623.500.608.180
Environmental Policy,N06.230.204
Intrauterine Device Migration,C26.392.500.500
Intrauterine Device Migration,E05.325.578
"Arthroplasty, Replacement, Ankle",E04.555.110.110.010
"Arthroplasty, Replacement, Ankle",E04.617.101.110.010
"Arthroplasty, Replacement, Ankle",E04.650.110.010
Uterine Balloon Tamponade,E02.148.106.500
Uterine Balloon Tamponade,E02.520.392.500.500
Uterine Balloon Tamponade,E02.926.500.074.500
Uterine Balloon Tamponade,E05.157.063.500
Aberrant Crypt Foci,C04.834.020
Iliotibial Band Syndrome,C26.558.554.425
Iliotibial Band Syndrome,C26.844.150.425
Gestational Sac,A16.535
CHARGE Syndrome,C09.218.458.341.186.500.250
CHARGE Syndrome,C10.597.751.418.341.186.500.250
CHARGE Syndrome,C10.597.751.941.162.625.250
CHARGE Syndrome,C11.270.147.500
CHARGE Syndrome,C11.966.075.375.250
CHARGE Syndrome,C16.131.077.299.250
CHARGE Syndrome,C16.320.165
CHARGE Syndrome,C23.888.592.763.393.341.186.500.500
CHARGE Syndrome,C23.888.592.763.941.162.625.500
Pain Perception,F02.463.593.504
Military Facilities,J01.086.339.445
Military Facilities,J03.560
Epithelial-Mesenchymal Transition,G04.356.500
Livestock,B01.050.050.116.500
Free Tissue Flaps,A10.850.710.500
Free Tissue Flaps,E07.862.710.500
Laryngoplasty,E04.580.371
Neurofeedback,E02.190.525.123.500
Neurofeedback,F02.830.131.500
Neurofeedback,F04.754.137.301.750
Neurofeedback,F04.754.308.500.750
Levoleucovorin,D03.633.100.733.631.400.800.350.450.500
Protein Unfolding,G01.154.651.750
Protein Unfolding,G02.111.688.750
GABA-A Receptor Agonists,D27.505.519.625.240.200.500
GABA-A Receptor Agonists,D27.505.696.577.240.200.500
GABA-B Receptor Agonists,D27.505.519.625.240.200.750
GABA-B Receptor Agonists,D27.505.696.577.240.200.750
GABA-A Receptor Antagonists,D27.505.519.625.240.300.500
GABA-A Receptor Antagonists,D27.505.696.577.240.300.500
GABA-B Receptor Antagonists,D27.505.519.625.240.300.750
GABA-B Receptor Antagonists,D27.505.696.577.240.300.750
GABA Uptake Inhibitors,D27.505.519.562.437.535
GABA Uptake Inhibitors,D27.505.519.625.240.750
GABA Uptake Inhibitors,D27.505.519.625.600.535
GABA Uptake Inhibitors,D27.505.696.577.240.750
GABA Uptake Inhibitors,D27.505.696.577.600.535
Serotonin 5-HT1 Receptor Agonists,D27.505.519.625.850.800.100
Serotonin 5-HT1 Receptor Agonists,D27.505.696.577.850.800.100
Serotonin 5-HT2 Receptor Agonists,D27.505.519.625.850.800.200
Serotonin 5-HT2 Receptor Agonists,D27.505.696.577.850.800.200
Serotonin 5-HT3 Receptor Agonists,D27.505.519.625.850.800.300
Serotonin 5-HT3 Receptor Agonists,D27.505.696.577.850.800.300
Serotonin 5-HT4 Receptor Agonists,D27.505.519.625.850.800.400
Serotonin 5-HT4 Receptor Agonists,D27.505.696.577.850.800.400
Serotonin 5-HT1 Receptor Antagonists,D27.505.519.625.850.850.100
Serotonin 5-HT1 Receptor Antagonists,D27.505.696.577.850.850.100
Serotonin 5-HT2 Receptor Antagonists,D27.505.519.625.850.850.200
Serotonin 5-HT2 Receptor Antagonists,D27.505.696.577.850.850.200
Serotonin 5-HT3 Receptor Antagonists,D27.505.519.625.850.850.300
Serotonin 5-HT3 Receptor Antagonists,D27.505.696.577.850.850.300
Serotonin 5-HT4 Receptor Antagonists,D27.505.519.625.850.850.400
Serotonin 5-HT4 Receptor Antagonists,D27.505.696.577.850.850.400
Antithrombin Proteins,D12.644.861.060
Antithrombin Proteins,D12.776.872.060
Gemella,B03.353.500.310
Gemella,B03.510.100.310
Abiotrophia,B03.353.750.030.014
Abiotrophia,B03.510.550.030.014
Weissella,B03.353.750.475.900
Weissella,B03.510.550.475.900
Moorella,B03.300.390.400.525
Moorella,B03.353.875
Moorella,B03.510.415.400.525
Moorella,B03.510.460.410.525
"Antibodies, Monoclonal, Murine-Derived",D12.776.124.486.485.114.224.075
"Antibodies, Monoclonal, Murine-Derived",D12.776.124.790.651.114.224.075
"Antibodies, Monoclonal, Murine-Derived",D12.776.377.715.548.114.224.284
Inflammasomes,D05.500.224
"Receptors, Purinergic P2X4",D12.776.157.530.400.400.750.400
"Receptors, Purinergic P2X4",D12.776.543.550.450.500.600.400
"Receptors, Purinergic P2X4",D12.776.543.585.400.500.600.400
"Receptors, Purinergic P2X4",D12.776.543.750.695.700.720.250.400
"Receptors, Purinergic P2X4",D12.776.543.750.720.700.720.500.400
Protein Refolding,G01.154.651.501
Protein Refolding,G02.111.688.501
Opiate Substitution Treatment,E02.319.620
GPI-Linked Proteins,D12.776.395.550.448
GPI-Linked Proteins,D12.776.543.484.500
GPI-Linked Proteins,D12.776.543.550.418
Introduced Species,B01.050.050.580
Introduced Species,G16.500.275.157.049.400
Introduced Species,N06.230.124.049.400
Osteoporotic Fractures,C26.404.545
Lipoprotein Lipase Activators,D27.505.519.374.600
Lipoprotein Lipase Activators,D27.505.954.557.500.601.500
Compressed Air,E07.161
Compressed Air,G16.500.275.063.150.500
Compressed Air,N06.230.300.100.150.592
Gynecological Examination,E01.370.600.293
"Food, Organic",G07.203.300.519
"Food, Organic",J02.500.519
Organic Agriculture,J01.040.895
Epidemics,N06.850.290.200
Pandemics,N06.850.290.200.600
Electrowetting,E05.830.666.500
Multilocus Sequence Typing,E01.370.225.875.150.125.457.500
Multilocus Sequence Typing,E05.200.875.150.125.457.500
Multilocus Sequence Typing,E05.393.542.500
Multilocus Sequence Typing,E05.393.760.700.650
Sterol 14-Demethylase,D08.244.453.878.500
Sterol 14-Demethylase,D08.244.453.915.880
Sterol 14-Demethylase,D08.811.682.690.708.170.499.500
Sterol 14-Demethylase,D08.811.682.690.708.170.915.880
Sterol 14-Demethylase,D12.776.422.220.453.878.500
Sterol 14-Demethylase,D12.776.422.220.453.915.880
14-alpha Demethylase Inhibitors,D27.505.389.500.059
14-alpha Demethylase Inhibitors,D27.505.519.389.335.059
14-alpha Demethylase Inhibitors,D27.505.519.389.870.100
14-alpha Demethylase Inhibitors,D27.505.696.399.450.855.100
Molecular Typing,E01.370.225.875.150.125.457
Molecular Typing,E05.200.875.150.125.457
Molecular Typing,E05.393.542
Granulomatous Mastitis,C12.050.703.844.603.400
Granulomatous Mastitis,C17.800.090.968.400
5-alpha Reductase Inhibitors,D27.505.519.389.870.200
5-alpha Reductase Inhibitors,D27.505.696.399.450.855.200
Adenosine Deaminase Inhibitors,D27.505.519.389.092
"DNA Barcoding, Taxonomic",E05.393.542.249
"DNA Barcoding, Taxonomic",E05.393.760.700.149
Nematocyst,A13.655
Purinergic Agents,D27.505.519.625.725
Purinergic Agents,D27.505.696.577.725
Purinergic P1 Receptor Agonists,D27.505.519.625.725.200.100
Purinergic P1 Receptor Agonists,D27.505.696.577.725.200.100
Adenosine A1 Receptor Agonists,D27.505.519.625.725.200.100.100
Adenosine A1 Receptor Agonists,D27.505.696.577.725.200.100.100
Adenosine A2 Receptor Agonists,D27.505.519.625.725.200.100.200
Adenosine A2 Receptor Agonists,D27.505.696.577.725.200.100.200
Adenosine A3 Receptor Agonists,D27.505.519.625.725.200.100.300
Adenosine A3 Receptor Agonists,D27.505.696.577.725.200.100.300
Purinergic P2 Receptor Agonists,D27.505.519.625.725.200.200
Purinergic P2 Receptor Agonists,D27.505.696.577.725.200.200
Purinergic P2X Receptor Agonists,D27.505.519.625.725.200.200.100
Purinergic P2X Receptor Agonists,D27.505.696.577.725.200.200.100
Purinergic P2Y Receptor Agonists,D27.505.519.625.725.200.200.200
Purinergic P2Y Receptor Agonists,D27.505.696.577.725.200.200.200
Purinergic Agonists,D27.505.519.625.725.200
Purinergic Agonists,D27.505.696.577.725.200
Purinergic Antagonists,D27.505.519.625.725.400
Purinergic Antagonists,D27.505.696.577.725.400
Purinergic P1 Receptor Antagonists,D27.505.519.625.725.400.100
Purinergic P1 Receptor Antagonists,D27.505.696.577.725.400.100
Adenosine A1 Receptor Antagonists,D27.505.519.625.725.400.100.100
Adenosine A1 Receptor Antagonists,D27.505.696.577.725.400.100.100
Adenosine A2 Receptor Antagonists,D27.505.519.625.725.400.100.200
Adenosine A2 Receptor Antagonists,D27.505.696.577.725.400.100.200
Adenosine A3 Receptor Antagonists,D27.505.519.625.725.400.100.300
Adenosine A3 Receptor Antagonists,D27.505.696.577.725.400.100.300
Purinergic P2 Receptor Antagonists,D27.505.519.625.725.400.200
Purinergic P2 Receptor Antagonists,D27.505.696.577.725.400.200
Purinergic P2X Receptor Antagonists,D27.505.519.625.725.400.200.100
Purinergic P2X Receptor Antagonists,D27.505.696.577.725.400.200.100
Purinergic P2Y Receptor Antagonists,D27.505.519.625.725.400.200.200
Purinergic P2Y Receptor Antagonists,D27.505.696.577.725.400.200.200
Inflammatory Breast Neoplasms,C04.588.180.576
Inflammatory Breast Neoplasms,C17.800.090.500.576
Medial Tibial Stress Syndrome,C05.651.426
Medial Tibial Stress Syndrome,C10.668.491.087
Medial Tibial Stress Syndrome,C26.558.705
Thienopyridines,D02.886.778.823
Thienopyridines,D03.383.725.849
Thienopyridines,D03.383.903.830
Thienopyridines,D03.633.100.928
"Receptors, Purinergic P2Y12",D12.776.543.750.695.700.720.500.300
"Receptors, Purinergic P2Y12",D12.776.543.750.720.700.720.750.300
Intraoperative Awareness,C23.550.505.400
5-Lipoxygenase-Activating Proteins,D12.776.157.057.001
5-Lipoxygenase-Activating Proteins,D12.776.476.024.034
5-Lipoxygenase-Activating Proteins,D12.776.543.019
Riboswitch,D13.444.735.544.427
Riboswitch,D13.444.735.790.878.942.500
Riboswitch,G02.111.570.080.689.687.124
Riboswitch,G05.360.080.689.687.124
Lipoxygenases,D08.811.682.690.416.583
Lipoxygenases,D12.776.556.579.374.568
5-Lipoxygenase-Activating Protein Inhibitors,D27.505.519.389.086
Bacterial Secretion Systems,D05.500.890.500
Cell Tracking,E01.370.225.500.373
Cell Tracking,E01.370.350.557.500
Cell Tracking,E05.200.500.373
Cell Tracking,E05.242.373
Uromodulin,D12.776.395.550.448.850
Uromodulin,D12.776.395.560.912
Uromodulin,D12.776.543.484.500.850
Uromodulin,D12.776.543.550.418.850
Melanoma-Specific Antigens,D12.776.624.301
Melanoma-Specific Antigens,D23.050.285.439
gp100 Melanoma Antigen,D12.776.543.306
gp100 Melanoma Antigen,D12.776.624.301.500
gp100 Melanoma Antigen,D23.050.285.439.500
Human papillomavirus 31,B04.280.210.655.050.303
Human papillomavirus 31,B04.280.210.655.450.375
Human papillomavirus 31,B04.613.204.655.050.303
Human papillomavirus 31,B04.613.204.655.450.375
Neural Stem Cells,A11.872.653
Pancreatic Stellate Cells,A11.700
Metalloids,D01.268.513
"Administration, Mucosal",E02.319.267.120.655
"Coronavirus NL63, Human",B04.820.578.500.540.150.075.875
Organs at Risk,A01.635
MART-1 Antigen,D12.776.624.301.750
MART-1 Antigen,D23.050.285.439.750
Contactins,D12.776.395.550.200.250.325
Contactins,D12.776.395.550.448.250
Contactins,D12.776.543.484.500.250
Contactins,D12.776.543.550.200.250.325
Contactins,D12.776.543.550.418.250
Contactins,D23.050.301.350.250.325
Contactin 1,D12.776.395.550.200.250.325.100
Contactin 1,D12.776.395.550.448.250.100
Contactin 1,D12.776.543.484.500.250.100
Contactin 1,D12.776.543.550.200.250.325.100
Contactin 1,D12.776.543.550.418.250.100
Contactin 1,D23.050.301.350.250.325.100
Pythiosis,C01.610.701.844
Pythiosis,C22.761
Contactin 2,D12.776.395.550.200.250.325.200
Contactin 2,D12.776.395.550.448.250.200
Contactin 2,D12.776.543.484.500.250.200
Contactin 2,D12.776.543.550.200.250.325.200
Contactin 2,D12.776.543.550.418.250.200
Contactin 2,D23.050.301.350.250.325.200
Tenotomy,E04.555.712
Folic Acid Transporters,D12.776.157.530.450.074.500.299
Folic Acid Transporters,D12.776.543.585.450.074.500.224
"Folate Receptors, GPI-Anchored",D12.776.157.530.450.074.500.299.500
"Folate Receptors, GPI-Anchored",D12.776.395.550.448.370
"Folate Receptors, GPI-Anchored",D12.776.543.484.500.370
"Folate Receptors, GPI-Anchored",D12.776.543.550.418.370
"Folate Receptors, GPI-Anchored",D12.776.543.585.450.074.500.224.500
"Folate Receptors, GPI-Anchored",D12.776.543.750.301
Phylogeography,H01.158.273.343.335.500
Phylogeography,H01.277.500.589
Folate Receptor 1,D12.776.157.530.450.074.500.299.500.500
Folate Receptor 1,D12.776.395.550.448.370.500
Folate Receptor 1,D12.776.543.484.500.370.500
Folate Receptor 1,D12.776.543.550.418.370.500
Folate Receptor 1,D12.776.543.585.450.074.500.224.500.500
Folate Receptor 1,D12.776.543.750.301.500
Folate Receptor 1,D23.050.285.384
Folate Receptor 2,D12.776.157.530.450.074.500.299.500.750
Folate Receptor 2,D12.776.395.550.448.370.750
Folate Receptor 2,D12.776.543.484.500.370.750
Folate Receptor 2,D12.776.543.550.418.370.750
Folate Receptor 2,D12.776.543.585.450.074.500.224.500.750
Folate Receptor 2,D12.776.543.750.301.750
Molecular Sequence Annotation,E05.393.760.479
Molecular Sequence Annotation,L01.462.750.245.667.580
Reduced Folate Carrier Protein,D12.776.157.530.450.074.500.299.750
Reduced Folate Carrier Protein,D12.776.157.530.450.162.359
Reduced Folate Carrier Protein,D12.776.157.530.937.622
Reduced Folate Carrier Protein,D12.776.543.550.190.608
Reduced Folate Carrier Protein,D12.776.543.585.450.074.500.224.750
Reduced Folate Carrier Protein,D12.776.543.585.450.162.359
Reduced Folate Carrier Protein,D12.776.543.585.937.743
Reduced Folate Carrier Protein,D23.050.301.500.600.813
Reduced Folate Carrier Protein,D23.050.705.552.600.663
Proton-Coupled Folate Transporter,D12.776.157.530.450.074.500.299.625
Proton-Coupled Folate Transporter,D12.776.157.530.450.625.217
Proton-Coupled Folate Transporter,D12.776.157.530.937.618
Proton-Coupled Folate Transporter,D12.776.543.585.450.074.500.224.625
Proton-Coupled Folate Transporter,D12.776.543.585.450.625.217
Proton-Coupled Folate Transporter,D12.776.543.585.937.735
Information Literacy,L01.143.450
Side-Population Cells,A11.872.785
Phosphodiesterase 5 Inhibitors,D27.505.519.389.735.500
Phosphodiesterase 3 Inhibitors,D27.505.519.389.735.249
Phosphodiesterase 4 Inhibitors,D27.505.519.389.735.374
Vitrification,G01.645.625
Molecular Targeted Therapy,E02.319.574
Patient Protection and Affordable Care Act,N03.219.521.576.343.918
Patient Protection and Affordable Care Act,N03.706.615.806
Social Participation,I03.050.750
Oral Sprays,D20.280.055.750
Oral Sprays,D26.255.165.055.527
Salpingectomy,E04.950.300.715
Dry Powder Inhalers,E07.605.500
Quality Improvement,J01.293.754
Quality Improvement,N04.761.744
Remote Sensing Technology,E01.370.520.750.500
Remote Sensing Technology,E05.925.500
Remote Sensing Technology,L01.462.500.847.675.500
Drug-Seeking Behavior,F01.145.342
El Nino-Southern Oscillation,G16.500.275.071.387
Aquatic Organisms,B05.080
Aquatic Organisms,G16.500.275.725.500.650.075
Androgen Receptor Antagonists,D06.347.065.249
Androgen Receptor Antagonists,D27.505.696.399.450.065.249
Topoisomerase Inhibitors,D27.505.519.389.892
Topoisomerase Inhibitors,D27.505.954.248.794
Topoisomerase I Inhibitors,D27.505.519.389.892.500
Topoisomerase I Inhibitors,D27.505.954.248.794.500
Topoisomerase II Inhibitors,D27.505.519.389.892.750
Topoisomerase II Inhibitors,D27.505.954.248.794.750
"Chromosomes, Insect",A11.284.187.440
"Chromosomes, Insect",G05.360.162.440
Polytene Chromosomes,A11.284.187.440.500
Polytene Chromosomes,A11.284.430.106.279.345.190.580
Polytene Chromosomes,G05.360.162.440.500
Time-Lapse Imaging,E01.370.350.600.817
Time-Lapse Imaging,E05.712.657
Time-Lapse Imaging,L01.280.960.399
Confederate States of America,Z01.586.225
Single-Cell Analysis,E05.242.900
Lost to Follow-Up,E05.318.370.438
Microbial Consortia,G06.591.750
Microbial Consortia,G16.500.275.157.049.100.500.750
Microbial Consortia,N06.230.124.049.100.500.500
High-Throughput Nucleotide Sequencing,E05.393.760.319
Wireless Technology,L01.462.500.847.950
Tumor Microenvironment,G04.366.500
Primary Care Nursing,E02.760.611.735
DNA Contamination,E01.370.225.998.293
DNA Contamination,E05.200.998.293
DNA Contamination,E05.393.290.573
DNA Contamination,E05.393.760.700.224
DNA Contamination,I01.198.780.937.375.500
Clinical Coding,N04.452.758.708.200.400.500
Clinical Coding,N04.452.859.564.274
Clinical Coding,N05.715.360.300.715.500.249
Clinical Coding,N06.850.520.308.940.968.249
Suicidal Ideation,F01.145.126.980.875.149
Suicidal Ideation,I01.880.735.856.149
Laboratory Proficiency Testing,J01.897.608.500
Laboratory Proficiency Testing,N04.761.700.512
Food Safety,J01.576.423.850.730.500
Food Safety,N06.850.601.500
Diagnostic Self Evaluation,E01.370.360
Diagnostic Self Evaluation,F01.752.747.792.220
Recycling,N06.850.780.200.800.800.525
Recycling,N06.850.860.510.244
Airports,J03.970.100
Electronic Waste,N06.850.460.710.189
United States Department of Defense,I01.409.418.750.500
United States Department of Defense,N03.540.348.500.500.500
"Anticipation, Psychological",F02.463.093
Learning Curve,F02.784.629.529.274
For-Profit Insurance Plans,N03.219.521.576.343.144
Not-For-Profit Insurance Plans,N03.219.521.576.343.912
Perioperative Period,E04.614
Perioperative Period,N02.421.585.753
Photograph,V02.697
Doulas,M01.526.485.345
Doulas,N02.360.338
Black Sea,Z01.756.217
Standard of Care,N04.761.789.900
Standard of Care,N05.715.840
Video-Audio Media,V01.255.500
Video-Audio Media,V02.970
Plagiocephaly,C05.660.207.707
Plagiocephaly,C16.131.621.207.707
Chromosomal Puffs,A11.284.430.106.279.345.190.160.180.270.500
Chromosomal Puffs,A11.284.430.106.279.345.190.580.500
Medication Reconciliation,E02.319.529.500
Medication Reconciliation,N02.421.450.500.500
Medication Reconciliation,N04.452.528.460
Medication Reconciliation,N04.590.656
Gross Domestic Product,I01.261.587
Nasal Sprays,D20.280.055.500
Nasal Sprays,D26.255.165.055.291
Neanderthals,B01.050.150.900.649.313.988.400.112.400.550
Cronobacter,B03.440.450.425.215
Cronobacter,B03.660.250.150.110
Phyllobacteriaceae,B03.660.050.600
Mesorhizobium,B03.660.050.600.500
Total Disc Replacement,E04.555.110.110.850
Total Disc Replacement,E04.617.101.110.850
Total Disc Replacement,E04.650.110.850
Metastasectomy,E04.480
HIV Serosorting,F01.145.699.400
HIV Serosorting,F01.145.802.400
Hormesis,G07.690.773.875.500
Hormesis,G07.690.936.500.500
Osteology,H01.158.100.720
Mirror Neurons,A08.675.500
Mirror Neurons,A11.671.487
Carotid Intima-Media Thickness,E01.370.350.850.708.500
Carotid Intima-Media Thickness,E01.370.370.180
Carotid Intima-Media Thickness,G09.330.210
"Chemoradiotherapy, Adjuvant",E02.186.079.500
"Chemoradiotherapy, Adjuvant",E02.319.164.500
"Chemoradiotherapy, Adjuvant",E02.815.160.500
Renewable Energy,N06.230.132.644
Natural Gas,D20.345.369
Natural Gas,N06.230.132.258.369
Geothermal Energy,N06.230.132.644.186
Parasite Load,E01.370.225.932
Parasite Load,E05.200.932
Nociception,F02.463.593.504.500
Nociceptive Pain,C23.888.592.612.720
Postsynaptic Potential Summation,G02.111.820.850.500
Postsynaptic Potential Summation,G04.580.887.750
Postsynaptic Potential Summation,G04.835.850.500
Postsynaptic Potential Summation,G07.265.675.887.750
Postsynaptic Potential Summation,G07.265.880.750.780
Postsynaptic Potential Summation,G11.561.570.918.750
Postsynaptic Potential Summation,G11.561.830.750.780
Renal Nutcracker Syndrome,C12.050.351.968.419.787
Renal Nutcracker Syndrome,C12.200.777.419.787
Renal Nutcracker Syndrome,C12.950.419.787
"Osteotomy, Sagittal Split Ramus",E04.545.637
"Osteotomy, Sagittal Split Ramus",E04.555.580.790
"Osteotomy, Sagittal Split Ramus",E06.645.637
"Reflex, Trigeminocardiac",G11.561.731.781
Laboratory Personnel,M01.526.502
Transient Tachypnea of the Newborn,C08.381.840.500.737
Transient Tachypnea of the Newborn,C08.618.840.500.737
Transient Tachypnea of the Newborn,C08.618.961.500
Transient Tachypnea of the Newborn,C16.614.521.563.737
Transient Tachypnea of the Newborn,C23.888.852.944.500
Tachypnea,C08.618.961
Tachypnea,C23.888.852.944
Fertility Preservation,E02.875.800.625
Fertility Preservation,E04.936.537.562
Fertility Preservation,E05.820.800.625
Chemoradiotherapy,E02.186.079
Chemoradiotherapy,E02.319.164
Chemoradiotherapy,E02.815.160
Otomycosis,C01.150.703.658
Otomycosis,C09.218.736
"Administration, Metronomic",E02.319.283.199
Visceral Pain,C23.888.592.612.720.500
Bisphosphonate-Associated Osteonecrosis of the Jaw,C05.116.852.087
Bisphosphonate-Associated Osteonecrosis of the Jaw,C05.500.086
Bisphosphonate-Associated Osteonecrosis of the Jaw,C07.320.086
Bisphosphonate-Associated Osteonecrosis of the Jaw,C23.550.717.732.183
"Cardiomegaly, Exercise-Induced",G09.330.170
Atrophic Vaginitis,C12.050.351.500.894.906.316
Atrophic Vaginitis,C12.100.250.894.906.316
Chilaiditi Syndrome,C06.405.469.158.093
Petrositis,C01.160.495.750
Petrositis,C05.116.165.495.500
Petrositis,C09.218.705.663.841
"Pregnancy, Twin",G08.686.784.769.545.253
"Pregnancy, Triplet",G08.686.784.769.545.126
"Pregnancy, Quadruplet",G08.686.784.769.545.030
"Pregnancy, Quintuplet",G08.686.784.769.545.062
Vascular Stiffness,G09.330.940
Dopaminergic Neurons,A08.675.278
Dopaminergic Neurons,A11.671.270
"Diet, High-Fat",G07.203.650.240.267
Intra-Abdominal Hypertension,C05.651.180.297
Intra-Abdominal Hypertension,C14.907.303.297
Serotonergic Neurons,A08.675.895
Serotonergic Neurons,A11.671.895
Brachydactyly,C05.660.585.262
Brachydactyly,C16.131.621.585.262
Diffuse Noxious Inhibitory Control,E02.190.262
Diffuse Noxious Inhibitory Control,E03.091.322
Cholinergic Neurons,A08.675.127
Cholinergic Neurons,A11.671.188
GABAergic Neurons,A08.675.289
GABAergic Neurons,A11.671.285
Adrenergic Neurons,A08.675.100
Adrenergic Neurons,A11.671.050
Central Nervous System Sensitization,G11.561.148
Cerebral Small Vessel Diseases,C10.228.140.300.275
Cerebral Small Vessel Diseases,C14.907.253.329
Magnets,J01.637.507
Cardio-Renal Syndrome,C12.050.351.968.419.780.400
Cardio-Renal Syndrome,C12.200.777.419.780.400
Cardio-Renal Syndrome,C12.950.419.780.400
Cardio-Renal Syndrome,C14.280.434.156
Peripheral Nerve Injuries,C10.668.829.712
Peripheral Nerve Injuries,C10.900.575
Peripheral Nerve Injuries,C26.915.650
Urine Specimen Collection,E01.370.225.998.762
Urine Specimen Collection,E05.200.998.762
Chronic Pain,C23.888.592.612.274
Organ Sparing Treatments,E02.674
Musculoskeletal Pain,C05.651.538
Musculoskeletal Pain,C23.888.592.612.547
Musculoskeletal Pain,F02.830.816.353
